state_code,date,value,state_name,latitude,longitude
AK,1905-01-01,43.73424657534247,Alaska,66.160507,153.369141
AK,1906-01-01,52.64109589041096,Alaska,66.160507,153.369141
AK,1907-01-01,57.46027397260274,Alaska,66.160507,153.369141
AK,1908-01-01,62.53825136612022,Alaska,66.160507,153.369141
AK,1909-01-01,54.827397260273976,Alaska,66.160507,153.369141
AK,1910-01-01,63.364383561643834,Alaska,66.160507,153.369141
AK,1911-01-01,65.73150684931507,Alaska,66.160507,153.369141
AK,1912-01-01,47.37313432835821,Alaska,66.160507,153.369141
AK,1913-01-01,55.26301369863014,Alaska,66.160507,153.369141
AK,1914-01-01,39.8986301369863,Alaska,66.160507,153.369141
AK,1915-01-01,61.1972602739726,Alaska,66.160507,153.369141
AK,1916-01-01,75.62841530054645,Alaska,66.160507,153.369141
AK,1917-01-01,75.66849315068494,Alaska,66.160507,153.369141
AK,1918-01-01,123.4958904109589,Alaska,66.160507,153.369141
AK,1919-01-01,74.07945205479452,Alaska,66.160507,153.369141
AK,1920-01-01,98.09836065573771,Alaska,66.160507,153.369141
AK,1921-01-01,74.24383561643836,Alaska,66.160507,153.369141
AK,1922-01-01,66.32876712328768,Alaska,66.160507,153.369141
AK,1923-01-01,80.63561643835617,Alaska,66.160507,153.369141
AK,1924-01-01,85.66939890710383,Alaska,66.160507,153.369141
AK,1925-01-01,73.87945205479453,Alaska,66.160507,153.369141
AK,1926-01-01,48.868493150684934,Alaska,66.160507,153.369141
AK,1927-01-01,85.88493150684931,Alaska,66.160507,153.369141
AK,1928-01-01,86.5,Alaska,66.160507,153.369141
AK,1929-01-01,76.11780821917809,Alaska,66.160507,153.369141
AK,1930-01-01,95.47945205479452,Alaska,66.160507,153.369141
AK,1931-01-01,72.42191780821918,Alaska,66.160507,153.369141
AK,1932-01-01,83.91256830601093,Alaska,66.160507,153.369141
AK,1933-01-01,79.7972602739726,Alaska,66.160507,153.369141
AK,1934-01-01,57.81095890410959,Alaska,66.160507,153.369141
AK,1935-01-01,69.1972602739726,Alaska,66.160507,153.369141
AK,1936-01-01,80.89890710382514,Alaska,66.160507,153.369141
AK,1937-01-01,83.24931506849315,Alaska,66.160507,153.369141
AK,1938-01-01,88.26849315068493,Alaska,66.160507,153.369141
AK,1939-01-01,96.56712328767124,Alaska,66.160507,153.369141
AK,1940-01-01,63.56284153005465,Alaska,66.160507,153.369141
AK,1941-01-01,75.83287671232877,Alaska,66.160507,153.369141
AK,1942-01-01,76.25205479452055,Alaska,66.160507,153.369141
AK,1943-01-01,82.8958904109589,Alaska,66.160507,153.369141
AK,1944-01-01,81.31693989071039,Alaska,66.160507,153.369141
AK,1945-01-01,86.05479452054794,Alaska,66.160507,153.369141
AK,1946-01-01,95.4904109589041,Alaska,66.160507,153.369141
AK,1947-01-01,86.91232876712328,Alaska,66.160507,153.369141
AK,1948-01-01,119.07650273224044,Alaska,66.160507,153.369141
AK,1949-01-01,89.20547945205479,Alaska,66.160507,153.369141
AK,1950-01-01,88.95616438356164,Alaska,66.160507,153.369141
AK,1951-01-01,98.4876712328767,Alaska,66.160507,153.369141
AK,1952-01-01,121.1120218579235,Alaska,66.160507,153.369141
AK,1953-01-01,115.26849315068493,Alaska,66.160507,153.369141
AK,1954-01-01,108.58630136986301,Alaska,66.160507,153.369141
AK,1955-01-01,139.48767123287672,Alaska,66.160507,153.369141
AK,1956-01-01,134.61748633879782,Alaska,66.160507,153.369141
AK,1957-01-01,98.30958904109589,Alaska,66.160507,153.369141
AK,1958-01-01,90.37534246575342,Alaska,66.160507,153.369141
AK,1959-01-01,127.58082191780822,Alaska,66.160507,153.369141
AK,1960-01-01,114.93989071038251,Alaska,66.160507,153.369141
AK,1961-01-01,108.35342465753425,Alaska,66.160507,153.369141
AK,1962-01-01,102.75068493150685,Alaska,66.160507,153.369141
AK,1963-01-01,104.10958904109589,Alaska,66.160507,153.369141
AK,1964-01-01,131.18579234972677,Alaska,66.160507,153.369141
AK,1965-01-01,122.38082191780822,Alaska,66.160507,153.369141
AK,1966-01-01,109.14520547945206,Alaska,66.160507,153.369141
AK,1967-01-01,115.93150684931507,Alaska,66.160507,153.369141
AK,1968-01-01,112.22677595628416,Alaska,66.160507,153.369141
AK,1969-01-01,88.84931506849315,Alaska,66.160507,153.369141
AK,1970-01-01,115.40273972602739,Alaska,66.160507,153.369141
AK,1971-01-01,149.66301369863012,Alaska,66.160507,153.369141
