state_code,date,value,state_name,latitude,longitude
AK,1905-01-01,6.683870967741935,Alaska,66.160507,-153.369141
AK,1905-02-01,7.882142857142858,Alaska,66.160507,-153.369141
AK,1905-03-01,11.925806451612903,Alaska,66.160507,-153.369141
AK,1905-04-01,14.993333333333334,Alaska,66.160507,-153.369141
AK,1905-05-01,20.625806451612902,Alaska,66.160507,-153.369141
AK,1905-06-01,26.873333333333335,Alaska,66.160507,-153.369141
AK,1905-07-01,27.48709677419355,Alaska,66.160507,-153.369141
AK,1905-08-01,26.94193548387097,Alaska,66.160507,-153.369141
AK,1905-09-01,21.16,Alaska,66.160507,-153.369141
AK,1905-10-01,13.387096774193548,Alaska,66.160507,-153.369141
AK,1905-11-01,10.1,Alaska,66.160507,-153.369141
AK,1905-12-01,6.664516129032258,Alaska,66.160507,-153.369141
AK,1906-01-01,5.067741935483871,Alaska,66.160507,-153.369141
AK,1906-02-01,7.582142857142857,Alaska,66.160507,-153.369141
AK,1906-03-01,11.964516129032258,Alaska,66.160507,-153.369141
AK,1906-04-01,13.336666666666668,Alaska,66.160507,-153.369141
AK,1906-05-01,22.725806451612904,Alaska,66.160507,-153.369141
AK,1906-06-01,28.53666666666667,Alaska,66.160507,-153.369141
AK,1906-07-01,26.62258064516129,Alaska,66.160507,-153.369141
AK,1906-08-01,24.641935483870967,Alaska,66.160507,-153.369141
AK,1906-09-01,21.66,Alaska,66.160507,-153.369141
AK,1906-10-01,13.438709677419356,Alaska,66.160507,-153.369141
AK,1906-11-01,9.35,Alaska,66.160507,-153.369141
AK,1906-12-01,6.719354838709678,Alaska,66.160507,-153.369141
AK,1907-01-01,6.041935483870968,Alaska,66.160507,-153.369141
AK,1907-02-01,4.814285714285715,Alaska,66.160507,-153.369141
AK,1907-03-01,8.33548387096774,Alaska,66.160507,-153.369141
AK,1907-04-01,13.33,Alaska,66.160507,-153.369141
AK,1907-05-01,23.16774193548387,Alaska,66.160507,-153.369141
AK,1907-06-01,26.34333333333333,Alaska,66.160507,-153.369141
AK,1907-07-01,28.996774193548386,Alaska,66.160507,-153.369141
AK,1907-08-01,26.596774193548388,Alaska,66.160507,-153.369141
AK,1907-09-01,19.83,Alaska,66.160507,-153.369141
AK,1907-10-01,12.625806451612902,Alaska,66.160507,-153.369141
AK,1907-11-01,9.26,Alaska,66.160507,-153.369141
AK,1907-12-01,6.629032258064516,Alaska,66.160507,-153.369141
AK,1908-01-01,5.83225806451613,Alaska,66.160507,-153.369141
AK,1908-02-01,5.7620689655172415,Alaska,66.160507,-153.369141
AK,1908-03-01,7.006451612903225,Alaska,66.160507,-153.369141
AK,1908-04-01,10.853333333333333,Alaska,66.160507,-153.369141
AK,1908-05-01,18.154838709677417,Alaska,66.160507,-153.369141
AK,1908-06-01,25.38,Alaska,66.160507,-153.369141
AK,1908-07-01,25.0,Alaska,66.160507,-153.369141
AK,1908-08-01,23.096774193548388,Alaska,66.160507,-153.369141
AK,1908-09-01,15.296666666666665,Alaska,66.160507,-153.369141
AK,1908-10-01,9.94516129032258,Alaska,66.160507,-153.369141
AK,1908-11-01,7.886666666666667,Alaska,66.160507,-153.369141
AK,1908-12-01,7.554838709677419,Alaska,66.160507,-153.369141
AK,1909-01-01,4.364516129032259,Alaska,66.160507,-153.369141
AK,1909-02-01,5.232142857142857,Alaska,66.160507,-153.369141
AK,1909-03-01,6.887096774193548,Alaska,66.160507,-153.369141
AK,1909-04-01,9.786666666666667,Alaska,66.160507,-153.369141
AK,1909-05-01,18.112903225806452,Alaska,66.160507,-153.369141
AK,1909-06-01,23.793333333333333,Alaska,66.160507,-153.369141
AK,1909-07-01,28.309677419354838,Alaska,66.160507,-153.369141
AK,1909-08-01,25.0,Alaska,66.160507,-153.369141
AK,1909-09-01,17.34,Alaska,66.160507,-153.369141
AK,1909-10-01,11.906451612903227,Alaska,66.160507,-153.369141
AK,1909-11-01,7.8066666666666675,Alaska,66.160507,-153.369141
AK,1909-12-01,5.82258064516129,Alaska,66.160507,-153.369141
AK,1910-01-01,5.474193548387096,Alaska,66.160507,-153.369141
AK,1910-02-01,4.7178571428571425,Alaska,66.160507,-153.369141
AK,1910-03-01,8.016129032258064,Alaska,66.160507,-153.369141
